Q14500;Q12959;1
P61218;P19387;1
Q9NQS7;O15392;1
P25963;P19838;1
Q14289;O60674;1
Q13322;P00533;1
P40763;C0LZJ3;1
Q04206;P19838;1
P06241;P10586;1
P62316;P62306;1
P15924;P13647;1
Q13547;P12004;1
Q13526;P53350;1
Q13797;P05556;1
Q04724;P09429;1
Q14469;Q02363;1
Q13485;P31269;1
Q08999;P24941;1
P04626;P00533;1
Q16637;P62304;1
P50281;P00748;1
P12004;P43246;1
P54132;P27694;1
Q99459;P12004;1
Q92597;P35222;1
Q05519;Q01130;1
Q16820;P01275;1
P27169;P02647;1
P35222;O14745;1
P28065;P40306;1
P26006;P05556;1
Q9UKI8;Q86UE8;1
P78527;P12004;1
Q05655;P06241;1
Q15139;P16885;1
P19838;P10914;1
Q9BZK7;O75376;1
O14757;Q9UKI8;1
Q09161;P52298;1
P25098;P12931;1
Q9Y219;Q9UM47;1
Q8N474;P04628;1
Q08211;P12004;1
P04792;P99999;1
Q92985;Q14653;1
P61604;P10809;1
Q9Y2S0;O15160;1
Q05655;P25098;1
P37840;P46821;1
O75439;Q10713;1
P00734;P02760;1
P04180;P02647;1
P25205;P24941;1
P05771;Q99418;1
P35222;P19022;1
P78364;Q99496;1
Q8WTR7;P83369;1
Q05655;P40763;1
P46459;P05386;1
P05412;P11388;1
P62195;P17980;1
O00268;P21675;1
Q9H944;Q96G25;1
Q9HB90;Q7L523;1
Q8WUM0;P57740;1
Q04759;P06239;1
P35222;P35221;1
A8MY87;P29323;1
Q12962;O00268;1
Q03135;P04626;1
Q15788;P35869;1
P01730;P28907;1
Q14721;P60880;1
Q14181;P09884;1
P42574;P12004;1
P40763;P15976;1
A8MY87;P04049;1
P41134;P15923;1
Q08828;Q08462;1
Q8TD46;P41217;1
P51617;O43187;1
Q16254;Q08999;1
Q13547;Q04206;1
P62333;O00233;1
P36507;P04049;1
O60494;P98164;1
Q15545;P21675;1
O95477;Q9Y566;1
Q01826;Q92831;1
P49768;P35222;1
Q9UI08;P35080;1
Q9UNY4;P22626;1
Q06265;Q9NQT4;1
Q9BQ95;Q15797;1
P15924;P14923;1
Q13485;P49711;1
P17612;P13796;1
P24928;P19387;1
Q6QNY0;P78537;1
Q13526;P30260;1
P51654;P01344;1
O00186;O14893;1
Q04206;Q14653;1
P20248;P12004;1
Q13309;P24941;1
Q15046;P43034;1
Q13547;P40763;1
Q02156;P37840;1
P52597;P31943;1
P05771;Q16625;1
Q12959;Q12879;1
O14618;P00441;1
Q6STE5;P05412;1
P09496;Q00610;1
Q92878;O60934;1
Q9Y2L1;Q96B26;1
Q00597;O15287;1
Q13547;P25963;1
Q16254;Q14186;1
P33991;P25205;1
P54259;P25788;1
Q9H211;Q13415;1
P00533;Q03135;1
Q9UKV0;P45973;1
Q53HL2;O15392;1
P62318;P62304;1
Q5JVS0;P67809;1
P17813;P01137;1
P48643;P17987;1
Q14683;Q14566;1
P35869;O00268;1
Q93062;P31269;1
Q14289;P52333;1
Q9UM73;P21246;1
O15392;P11802;1
Q8NFH4;Q8NFH3;1
P49815;Q9Y243;1
Q99741;P49736;1
Q92597;P14618;1
P22570;P10109;1
P67809;P12004;1
P46531;P19838;1
P18428;P02647;1
Q9UBS5;P46459;1
O96020;P12004;1
Q99496;O00257;1
P20963;P06127;1
Q99959;P13647;1
P62191;E9PHP9;1
Q14765;P40763;1
P01106;P25208;1
Q96B26;Q13868;1
P23443;Q15831;1
P35869;O00170;1
P06703;P04271;1
P09486;P08123;1
Q9Y4Y9;P62310;1
Q05655;O15162;1
Q13547;Q08999;1
P24928;O15514;1
P24941;P24864;1
P35998;P35269;1
Q92905;Q7L5N1;1
P00734;Q04756;1
P48023;P06241;1
Q9Y3F4;O43541;1
P67809;P35637;1
Q13415;P24941;1
Q9UQF2;P37840;1
Q14164;P25963;1
P17275;P01100;1
O15169;O14640;1
P46940;P35222;1
Q05193;P60880;1
Q9Y262;P60228;1
Q04206;P46531;1
P35222;P19838;1
P06401;Q04206;1
Q99578;B4DJ51;1
Q04637;P06730;1
O95972;O60383;1
O15514;P62487;1
Q86UL8;Q9UQB3;1
P41594;B4DJ51;1
P23443;Q96SB3;1
Q16611;Q07820;1
P40763;Q14289;1
P09429;P00750;1
P62750;Q92973;1
P42229;P40763;1
Q9Y219;P46531;1
P48051;P07550;1
P49407;P25963;1
P49768;Q99466;1
P09486;P07996;1
Q9UKV0;Q13547;1
P21926;P17301;1
Q13835;P15924;1
P23246;P09012;1
Q15542;O00268;1
P48995;Q03135;1
P06401;Q9NR55;1
P30307;P12004;1
Q02241;P53350;1
P13671;P00734;1
P63272;P13010;1
P21675;P09429;1
P54132;O14757;1
P78344;P06730;1
Q08043;P35609;1
P42224;P40763;1
O00144;P04628;1
Q04206;P42224;1
A4D2A2;P49736;1
Q9H840;Q8WXD5;1
Q14566;P33991;1
P54132;Q12888;1
P31269;O00470;1
P07858;P07355;1
P19320;P05556;1
O00186;Q15833;1
P41594;Q86YM7;1
P60953;P46940;1
P78344;P60842;1
Q08881;P16885;1
Q15797;Q04721;1
P78527;P09874;1
Q15021;O95347;1
P12755;P10070;1
Q13882;P00533;1
O43752;O15400;1
Q13547;P17542;1
P25205;O00311;1
Q14574;P14923;1
O14920;P19838;1
P50991;P24864;1
Q14790;P08670;1
P06241;P06127;1
O14893;P62314;1
P53350;O43663;1
P40926;P00505;1
Q99626;P20823;1
Q06787;P67809;1
P16333;O00401;1
P12004;P06746;1
P40189;P04626;1
Q15485;P48740;1
O14965;P15531;1
Q96S59;P05107;1
Q16539;P19419;1
Q13873;P36894;1
P06239;Q8IWV1;1
P31946;P37840;1
Q9UKL0;Q13127;1
Q6ZRS2;Q15596;1
P05412;P01100;1
Q7L590;O00311;1
Q14240;Q04637;1
P10747;P06239;1
O60907;Q9BZK7;1
Q15054;P12004;1
P35638;P17676;1
Q9UPA5;O15083;1
P26447;Q15019;1
Q13042;Q12834;1
P29353;P06241;1
O43707;P35228;1
P14618;P04049;1
O00422;Q13547;1
P22626;P08621;1
P11831;Q14790;1
O96019;Q9Y4A5;1
Q99741;P42771;1
P09326;P06239;1
P42224;Q00613;1
P35968;P15692;1
Q9NSC2;Q13547;1
Q14974;O00505;1
Q12959;P48050;1
O43541;O15105;1
Q9NY61;O14757;1
P28476;P24046;1
Q04724;P62308;1
P27540;Q9Y5J3;1
P53350;P14635;1
P46940;P17612;1
P62310;P62304;1
P53350;P35222;1
P17612;P10809;1
P54257;P08670;1
Q03167;P17813;1
P19022;P14923;1
Q8HWS3;P48380;1
Q9H211;Q14566;1
P08047;Q13485;1
Q9UHV7;Q93074;1
P05771;P17677;1
P40259;P15391;1
Q9Y566;Q9UQB8;1
Q14289;P12931;1
Q05655;P42224;1
P62875;P30876;1
Q13164;P04049;1
Q9NY61;Q04206;1
P08697;P02671;1
Q08945;P33991;1
Q13751;Q13753;1
P15692;P09486;1
P00533;O00443;1
P09326;P06241;1
Q6I9Y2;Q13769;1
O14893;Q01130;1
Q8WXA9;P22626;1
P30876;O15514;1
Q13485;P19532;1
Q92597;P36578;1
P02647;P00739;1
Q9UKA1;P63208;1
P15927;Q04724;1
Q9GZV5;Q99594;1
Q9H307;Q13427;1
P17676;P09429;1
P42574;Q08209;1
P23588;P11940;1
O60934;P13010;1
P07951;D9YZV7;1
P51692;P40763;1
Q9Y5S9;Q9BZI7;1
Q13322;P08069;1
Q15545;Q00613;1
P07942;P22303;1
P05783;O75190;1
Q13322;P04049;1
P42229;P23458;1
Q9H2X6;P12755;1
Q96PM5;Q5VTD9;1
Q04759;P06241;1
Q9UBS5;O75899;1
P32519;P08047;1
P01100;Q01196;1
Q12923;D0PNI1;1
Q03431;O14745;1
P45378;P48788;1
P52434;P36954;1
Q9P1A6;P78352;1
Q12959;P63252;1
P43694;P01100;1
P52434;P30876;1
P52298;P52597;1
Q99638;P12004;1
P60228;P14373;1
P49768;P14923;1
O14893;P62316;1
Q13889;P19447;1
Q9Y566;P78352;1
P08574;P99999;1
Q14232;P49770;1
Q13155;P07814;1
Q13485;P12755;1
Q9Y3P8;P06239;1
Q7L590;P12004;1
Q13200;P62191;1
Q16539;O15105;1
O14627;P20719;1
Q92530;P38159;1
P25787;O14818;1
Q04206;O15111;1
Q92769;P40763;1
Q15642;P35222;1
O00170;Q15185;1
P06239;Q05655;1
P04792;Q04637;1
O75593;Q13485;1
P49736;O00311;1
Q16584;O15111;1
Q13485;Q12778;1
Q9H3M7;Q16881;1
P35568;P06213;1
Q9Y4Y9;O15116;1
Q13547;P26358;1
Q15543;P20226;1
P31751;P49815;1
Q9Y478;P54619;1
Q13546;P19838;1
Q12834;O60566;1
Q13177;P06241;1
P78508;Q12959;1
Q07666;P06241;1
P35968;P16333;1
P00533;Q13153;1
P49767;P35968;1
P25788;O14818;1
P40259;A0N775;1
Q13347;P55884;1
Q14790;O15111;1
P04406;P06703;1
Q99959;P15924;1
Q9Y3B2;Q06265;1
P78527;P12956;1
Q86V81;P61326;1
Q13415;P49736;1
P33402;Q12959;1
P19838;P40763;1
Q14653;Q14164;1
Q04206;P25963;1
Q9UNS1;O14757;1
Q9H3D4;Q15172;1
Q92769;Q09028;1
Q15437;P53992;1
P21926;P05556;1
Q15329;Q08999;1
Q9C026;P60880;1
P50148;O14745;1
P14780;P08123;1
P11802;P06400;1
O75182;Q9Y6D9;1
P17612;P61224;1
Q8WUM0;P52948;1
Q13043;P42574;1
P24928;P35637;1
Q9H3M7;Q13547;1
O14519;O75956;1
P35222;P15311;1
P20273;P15391;1
Q12834;P17987;1
Q96B26;Q06265;1
Q04206;P10914;1
Q14790;P25445;1
P17612;Q99759;1
Q96T58;Q13547;1
P48742;P61371;1
Q4KMG0;Q9BWV1;1
P78344;P20042;1
P24941;O00311;1
Q12846;O00186;1
Q8WXA9;P09651;1
P63208;P62877;1
Q12959;P15311;1
P35269;P13984;1
Q86UL8;P35222;1
Q9BW71;P54198;1
P21731;P62491;1
Q8N474;P56705;1
Q9UBU7;P49736;1
P21675;P01100;1
Q13485;Q13153;1
Q9UPG8;Q96PM5;1
P24941;O15350;1
P19237;P13805;1
P17787;Q15822;1
P38919;O15234;1
Q15788;P27540;1
O15230;P11047;1
Q9Y4K3;Q92985;1
Q5JVS0;Q07021;1
P17612;O14965;1
Q9UKB1;P19838;1
Q15788;P55345;1
Q12879;O14490;1
P62875;P19387;1
Q13485;P98177;1
P42229;P14859;1
Q13574;Q08999;1
P31946;P11021;1
P06401;P26583;1
P17612;Q14749;1
Q92797;Q00613;1
P35222;P33151;1
Q03405;P40189;1
Q15633;O75569;1
P36873;P51610;1
Q15797;P35453;1
P51610;P08047;1
O14727;Q14790;1
P49674;O15169;1
P54132;P12004;1
Q05586;P78352;1
P52630;P42224;1
P09871;P00736;1
Q9NPD3;Q06265;1
Q9UHX1;Q05519;1
P20618;P49720;1
P08195;P05556;1
P43034;P46821;1
Q16637;P62318;1
Q5VWG9;Q12962;1
P23588;P06730;1
Q8IZP0;P16333;1
P04275;P02452;1
Q13415;O00311;1
Q9Y3C5;P45974;1
P05771;O14920;1
Q04725;P09429;1
P01106;P06400;1
Q14152;Q13347;1
P07996;P00734;1
P62879;P50151;1
P03951;P14210;1
Q13950;P17676;1
Q9Y6F1;P09874;1
O00220;Q9UBN6;1
P07996;P08311;1
Q99584;P01583;1
O14818;P62191;1
P03973;O15162;1
Q9UM73;P52333;1
Q9UHD2;P08238;1
P48549;P48051;1
Q9Y3Q8;E9KL35;1
Q14683;P43246;1
P78356;P19438;1
P17612;Q92597;1
P11802;P12004;1
P20036;P04233;1
Q8N4C8;Q92845;1
Q96G01;P20340;1
P35222;O15105;1
Q02952;P25098;1
P62487;P52434;1
P78527;P26583;1
P42773;P42771;1
Q00613;P13010;1
Q15797;Q13485;1
Q96PY6;Q15172;1
P07951;P25098;1
Q9NTJ3;O95347;1
Q13485;Q9NP66;1
Q9UHC1;P40692;1
Q14790;Q13418;1
Q03405;P06241;1
O00268;A8K6A1;1
P00748;P02749;1
Q9NZQ7;Q15116;1
Q14289;P00533;1
Q16539;P51617;1
Q9UJ43;P16581;1
Q00403;P24928;1
Q96RK0;Q9BYW2;1
P25063;P09769;1
P31371;P05230;1
Q13526;P14635;1
Q9UNY4;P09651;1
O15360;Q6STE5;1
Q16637;P62306;1
Q9NZZ3;Q7LBR1;1
P04628;P56704;1
P50552;O15162;1
P09429;P14316;1
Q9UM13;Q9UJX2;1
Q9Y4Z0;P62304;1
Q16637;P62316;1
P07996;P08246;1
P23921;P31350;1
Q13224;Q96CW1;1
Q9NYG5;Q9UM13;1
P30260;Q9UM13;1
P15172;P06400;1
P21741;Q9UM73;1
Q02156;P17302;1
P17861;P01100;1
P41279;P19838;1
O43684;Q13547;1
Q92736;P21817;1
P05106;P08648;1
Q9Y2L1;Q06265;1
P02647;P11597;1
Q8WXD5;P62304;1
O14727;P42574;1
Q5HY71;Q03518;1
P55884;Q04637;1
Q96T23;O60264;1
P12931;P00533;1
Q13464;P17661;1
O15379;Q13547;1
Q13485;P35222;1
P42338;Q05655;1
Q8WV24;O15162;1
P12931;P41743;1
Q92574;P14635;1
P42224;P10914;1
Q13485;P10071;1
P35222;P20749;1
Q71DI3;Q09028;1
P28068;P04233;1
O00198;Q07021;1
Q9UH92;Q99583;1
Q9NQS7;Q53HL2;1
Q96KB5;P04049;1
Q8WXF1;P23246;1
Q9UK45;P62310;1
Q13153;P29466;1
Q14289;P29353;1
Q02224;P49454;1
P46459;O75899;1
Q92966;P06400;1
P63215;P62873;1
Q9Y3C5;P21580;1
P50613;P32780;1
P48549;P48544;1
Q9UIG0;O60264;1
Q15303;P29353;1
P35222;Q12778;1
Q9Y5B0;P24928;1
Q9H840;Q16637;1
P53708;P05556;1
P17612;P00533;1
Q9UNS2;Q92905;1
P25098;P37840;1
P62879;Q9UBB4;1
Q00610;P09497;1
Q7L590;P25205;1
P20963;Q9BZW8;1
P42574;P46934;1
Q05655;P31946;1
P31271;Q99687;1
P46060;P49792;1
P49716;Q15744;1
Q9BUZ4;P23443;1
P05230;P62917;1
P12004;O75496;1
Q13094;Q08881;1
P13984;P29084;1
O15162;P29353;1
Q9NPY3;P02462;1
O15169;O15105;1
P12956;O15105;1
P02794;P02792;1
P47985;P08574;1
P42226;P19838;1
Q15942;O76041;1
Q04759;O14920;1
P17612;P25098;1
P78527;P05412;1
P10599;P19838;1
P30876;P19387;1
P31946;P26651;1
P12755;P10071;1
Q13112;Q13111;1
P38432;P24864;1
P36956;P02545;1
P04406;Q8IUQ4;1
Q14566;O75496;1
Q16514;Q12962;1
P32243;Q04727;1
Q15424;P09651;1
Q13009;Q02156;1
P42574;Q04759;1
P62995;P38159;1
Q8WXA9;P38159;1
P48788;P13805;1
Q9UGJ0;P54619;1
P30101;P27824;1
Q13492;P53675;1
P62191;P51665;1
Q92575;O75674;1
Q14566;P49736;1
P29083;P13984;1
P51681;P41597;1
Q16254;P28749;1
P27694;P15927;1
Q9Y5S9;P61326;1
P61981;P05771;1
P28223;P78559;1
Q12959;Q13224;1
O14640;P49407;1
Q12888;Q16666;1
P98177;P35222;1
P06239;P15498;1
O75925;Q8N2W9;1
Q05586;P05129;1
Q99417;P01106;1
O95400;O94906;1
Q12962;Q15545;1
P51451;P16885;1
Q8WXA9;P51991;1
Q16623;P63027;1
Q9BZW8;P09326;1
P12956;O14757;1
P42224;P05412;1
Q12906;Q08211;1
P04049;Q05655;1
P11215;P05107;1
P50750;Q13526;1
P12931;P04049;1
Q92750;Q04206;1
P51948;P19447;1
Q13330;C0LZJ3;1
P08603;P07996;1
Q9UBB5;Q13547;1
P17542;P25791;1
P48146;Q8N729;1
Q96RI0;O00254;1
Q06787;P51114;1
P49768;Q04721;1
P07996;P02452;1
Q86TC9;Q15327;1
Q13547;P08047;1
Q13200;P35998;1
Q15554;P12956;1
Q13573;Q08999;1
Q96BY2;Q07812;1
O15066;Q92845;1
Q14289;P06239;1
Q13485;Q96PU4;1
Q9Y6B2;P14373;1
P30556;P30411;1
P23588;Q14152;1
Q13287;P42226;1
Q15788;F1D8N4;1
Q01196;Q9GZV5;1
Q08945;A8K3Z8;1
P55075;P05230;1
P19838;O15111;1
Q13153;P14598;1
Q969H0;P05412;1
O95969;Q13296;1
Q9H1J1;Q96Q15;1
Q13547;A6NE42;1
P24530;Q03135;1
P09486;P02452;1
Q13526;P24864;1
P12931;P35222;1
O75674;P27986;1
P42224;Q16539;1
Q8IXB1;P11021;1
P21796;O43521;1
P34947;P07550;1
Q03405;P05556;1
Q12879;P78352;1
Q9NTJ3;Q15021;1
Q16611;P10809;1
Q15942;P15498;1
P78559;P46821;1
P20963;P10747;1
Q9BYG5;P41743;1
Q13547;O75081;1
Q13535;O14757;1
P01730;P06239;1
O14662;Q15836;1
Q15691;P54274;1
Q14289;P23458;1
Q16637;O14893;1
P22681;P06241;1
P23458;P40763;1
P50607;P12931;1
Q8WXD5;P62318;1
O00459;P22681;1
P09884;P09874;1
Q02156;P15056;1
P06239;P29353;1
Q9H1J1;Q92900;1
P07711;P17936;1
Q15172;O60674;1
P17612;Q93034;1
P02585;P48788;1
Q9ULH7;P11831;1
Q96EK4;P42574;1
Q05655;P35568;1
Q8TCU5;Q12879;1
P09769;P12931;1
Q9UQF2;Q13387;1
Q9Y5K6;Q13563;1
Q05586;Q8TCU5;1
O75419;P12004;1
P24593;P07996;1
P16284;P06241;1
P35221;P14923;1
P31321;Q13485;1
P63279;P42224;1
Q96N16;P23458;1
P05976;P68133;1
P35222;O15111;1
Q8WXA9;Q08945;1
Q92945;Q13868;1
Q13247;Q08170;1
Q9HAU5;Q96Q15;1
P02753;P02768;1
P06400;Q05516;1
P12956;P09874;1
P08247;P63027;1
P55210;P49768;1
Q86UL8;P27037;1
P04180;P01023;1
Q9UKX5;P05556;1
P52298;P31943;1
Q9NQS3;Q15223;1
Q13526;Q04206;1
Q7Z3T8;Q15075;1
O75593;P52952;1
Q68CJ9;P18850;1
P25208;O15350;1
Q13404;P61088;1
P01106;Q04206;1
P32121;O14641;1
O15111;O14920;1
Q9Y239;O43353;1
P49736;P33991;1
O43474;Q99612;1
P63218;P62873;1
Q99613;P60228;1
Q12959;P78559;1
P15407;O95751;1
P30307;P14635;1
P51587;P27694;1
P15407;P05412;1
P35222;O15169;1
P20823;P35222;1
Q12959;P48051;1
Q9UKT9;Q9H5V7;1
P05154;P02679;1
P53396;P17612;1
Q15303;P04626;1
P31947;P26651;1
Q99570;Q8NEB9;1
P22001;P16389;1
Q9NPY3;P26038;1
P42229;P00533;1
Q99741;P25205;1
O60282;F8VTM4;1
P67809;Q8N1C6;1
P01730;P10747;1
Q9Y2Y0;P36405;1
Q15554;P54132;1
P36873;O14965;1
Q15185;P27540;1
O60716;P14923;1
P48730;P35222;1
Q16630;O43809;1
P05771;Q06124;1
P24723;P06241;1
Q13163;P41743;1
Q08999;Q02363;1
Q9NRM7;Q13188;1
Q13416;O43929;1
P25940;P08123;1
Q05519;P11387;1
Q04637;P60842;1
P06241;P16885;1
Q9BUZ4;O43294;1
Q99640;Q13526;1
P53680;O95782;1
Q16787;Q13751;1
Q14152;P55884;1
Q14974;P54274;1
Q9HCY8;Q96FQ6;1
P20226;P05412;1
Q9Y5B0;P30876;1
O14490;Q12959;1
P48745;P17302;1
Q16513;P16333;1
Q9HBZ2;C0LZJ3;1
O95613;P23258;1
Q03135;P25098;1
P30926;P30532;1
P57678;P62314;1
Q9Y446;Q14574;1
P12004;P09651;1
Q8TAX7;P02788;1
Q96PY6;P46100;1
P09086;P26583;1
Q12866;Q13873;1
Q04759;P35568;1
P50148;P41220;1
P31946;P22681;1
P42224;O60674;1
P16885;P35968;1
Q99759;Q6Q0C0;1
Q03111;P55197;1
Q13322;P35968;1
Q03113;P62873;1
P78317;O15499;1
Q9Y4K3;Q9NYJ8;1
P07766;P06239;1
O14519;P09884;1
Q9Y230;P35222;1
Q9H211;Q99741;1
P00533;O60674;1
P10155;P19474;1
Q9Y5S9;Q9H1J1;1
Q9Y4K3;Q8IUC6;1
P00533;Q13740;1
Q66K89;P06400;1
Q31604;P04233;1
P57678;P62316;1
Q9UKG1;Q8NEU8;1
Q9UPY3;Q15633;1
Q16514;Q15545;1
Q99719;Q92599;1
Q14683;P09884;1
P14859;Q04206;1
P11021;P01266;1
Q12888;P19838;1
Q9HB96;O15360;1
Q92769;Q9NSC2;1
Q13547;Q13330;1
P30279;P11802;1
P11802;P28749;1
P17612;O95477;1
P12931;O15111;1
P25205;P42224;1
Q7Z412;Q13608;1
Q14686;P11387;1
Q99547;Q04724;1
Q9Y5K5;Q16186;1
P18084;P08648;1
Q99638;P27694;1
Q14289;P22681;1
P06241;P15391;1
Q15669;P31150;1
P12319;P30273;1
P55287;P19022;1
Q9Y6X1;P27824;1
Q02156;P04049;1
O95149;Q14974;1
Q9NYG5;Q9UJX6;1
Q13158;P25445;1
P16885;Q9UN19;1
P55055;O43524;1
P32519;P19838;1
Q05655;Q9Y243;1
Q00403;P29083;1
Q9NZ42;P49768;1
P36896;O15105;1
Q08211;O14893;1
P49736;P25205;1
P04049;P06239;1
O95218;Q01130;1
P19838;P09429;1
Q8TEQ6;Q16637;1
Q06124;P00533;1
Q5JY77;P08588;1
P48023;P27986;1
P23229;P05556;1
P17612;O43566;1
P51610;O15294;1
P19320;P15311;1
P05452;P00750;1
P42680;P23458;1
P49639;O15162;1
Q9Y446;Q14126;1
Q13546;P00533;1
P98161;P05783;1
P19878;P05109;1
P31946;P10636;1
P48023;Q13526;1
Q16254;P06400;1
Q14596;Q13501;1
O75943;O60671;1
P49802;P09471;1
P49711;P09429;1
Q14152;O75821;1
P10912;P40763;1
P53350;P25205;1
P35080;O43765;1
P52630;O60674;1
Q99959;P35222;1
P23246;P35637;1
Q14677;Q00610;1
P11274;P12931;1
Q08170;O14893;1
P15498;P06241;1
Q13153;P16333;1
P35869;P06400;1
P00533;P04406;1
O15360;O15287;1
P15391;P16885;1
Q99816;A5D8V6;1
P98177;P55316;1
O15169;O14641;1
Q969S8;Q92769;1
Q13485;O15264;1
Q8N4C8;Q99569;1
P16870;Q14181;1
P05412;P11387;1
P13010;Q13950;1
Q9Y3F4;Q16637;1
P04275;P08123;1
Q13535;O96017;1
P19532;P09429;1
P35568;P08069;1
Q13156;P27694;1
P06400;P01100;1
P21817;Q13698;1
P16471;P10912;1
P55316;O75593;1
Q12959;P06239;1
Q14469;O60674;1
Q9H840;P62304;1
Q15223;P15151;1
P06400;P30260;1
Q13224;P78352;1
P62312;P62310;1
Q14565;P27694;1
O00311;P12004;1
O14640;P49674;1
P10909;P48357;1
P17612;P06239;1
Q04721;O00548;1
Q13153;P17600;1
P20674;P00395;1
P08254;P13500;1
Q16539;Q07352;1
Q13868;Q06265;1
Q15047;P68431;1
P10071;O95409;1
Q9NZI8;P35222;1
Q9Y215;P22303;1
P24723;Q15139;1
P06734;P06241;1
P51809;Q12846;1
P02768;P50502;1
P48643;O95163;1
P06858;P98155;1
O14640;P48730;1
Q96ST3;Q13547;1
O00186;Q16637;1
P31785;P14784;1
Q15543;Q12962;1
O15371;O75822;1
P15498;P84095;1
P10809;P05091;1
P26038;P14598;1
P22455;P40763;1
Q12948;P09429;1
P17275;P15407;1
P03886;O75251;1
P05771;P14598;1
P19838;P14316;1
Q9UGK3;Q13882;1
Q15544;Q15543;1
P56817;P49768;1
P53350;P51587;1
P15923;P35222;1
Q14790;P35222;1
Q05193;P49418;1
Q15762;P15151;1
Q9H307;Q8TF01;1
P09326;O95256;1
P05362;P02679;1
Q8WYA1;O15516;1
Q9Y4K3;Q8N5C8;1
Q15797;P10071;1
O14775;Q4TT72;1
Q96RT1;P04626;1
Q9Y566;P30874;1
Q8TCU5;Q13224;1
Q00597;P42224;1
P41252;P07814;1
P06401;P14859;1
Q99612;Q14181;1
P19878;P14598;1
P62195;P19447;1
P25788;P12004;1
Q9H2K2;P54274;1
P48051;P14416;1
Q9Y490;P05556;1
Q9NRR5;Q56P03;1
Q08380;P45877;1
Q13315;Q15831;1
Q16143;P37840;1
Q8N6C5;P09529;1
Q13546;Q13158;1
O00459;P35568;1
Q99250;Q12955;1
Q92597;Q12906;1
Q04759;O15111;1
P16104;O00267;1
Q13207;P52952;1
Q8TE85;Q6ISB3;1
P59780;Q92572;1
P52294;P39687;1
Q06124;Q03135;1
Q96EV8;Q8TDH9;1
P29353;P43403;1
P05771;P06127;1
Q9UKL0;O60341;1
P07437;P10636;1
P40763;O15379;1
Q99750;P15923;1
Q13107;P19474;1
Q96L34;Q15831;1
Q13232;P15531;1
P62491;O75154;1
Q15797;P36894;1
Q09028;O94776;1
P12755;O75376;1
O00213;P51693;1
Q92997;P35222;1
Q86UL8;P08588;1
Q9Y265;O60832;1
Q99741;Q13415;1
Q9UMD9;P15924;1
Q13563;P98161;1
Q02094;P02730;1
Q92833;P52952;1
Q14103;P67809;1
P49959;O60934;1
Q13190;P51693;1
Q14289;P43403;1
P98160;Q16610;1
